Interaction_Date,KOL _Name,Current_Tier,Kol_Qualification,Therapeutic_Area,Speciality_within_TA,KOL_years_of_Experience,Adoption_Ladder,KOL_Location,KOL_Territory,SocialMedia_Twitter,SocialMedia_Linkedin,SocialMedia_YouTube,Overall_Kol_Rating,Connection_to_Advisory_Boards,Research_Participated,Research_Experience,Fundinghistory_researchgrants,Fundinghistory_ConsultingFees,Fundinghistory_researchgrants,No_Of_Publications,Trainings_Delivered,Professional_Certification,KOL_affiliations_academicinstitutions,KOL_Affiliations_Hospital_and_medical_Centres,KOL_Affiliations_ProfessionalAssocaitionsandsocities,KOL_Affiliations_Pharma_and_biotech_companies,KOL_Affiliations_Government_and_Regulatory_bodies,KOL_Affiliations_patientadvocacy_and_nonprofit_organisations,Internationa_Presentations_Presented,National_ntations_Presented,KOL_FollowUp,Previous_meeting_agenda,Previous_Meeting_SubTopics,Current_Discussion_Topic,Current_Meeting_Subtopics,Current_Channel_of_interaction,Company_Event,Interaction_intent,Items/topics_to_exchange,KOLMSL_Relation,Next_Action_Items,Proposed_Next_Channel_Of_interaction
1-Mar-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,81K,400,101K,27,14,8,1,0,2,2,3,0,21,105,No,Introduction to multiple myeloma,Staging and classification systems,Drug-drug interactions,Examples of significant interactions with other specific drugs.,Phone Call,Clinical Trials,Request details on notable interactions between the drug and other specific medications.,Drug interactions,Good,"Develop an educational module or training session to increase awareness among healthcare professionals about potential drug-drug interactions involving the focus drug, emphasizing the need for vigilance.",Video Call
7-Apr-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,82K,400,102K,27,14,8,1,0,2,2,3,0,21,105,No,Pathophysiology of multiple myeloma,Role of abnormal plasma cell proliferation,Drug-food interactions,Effects of food or specific nutrients on drug absorption or metabolism.,Video Call,Clinical Trials,Explore how food or certain nutrients may affect the drug's absorption or metabolism.,Food interactions,Good,"Collaborate with a nutrition expert to identify and document potential drug-food interactions, providing guidelines and recommendations for patients on how to manage these interactions.",Video Call
14-May-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,83K,400,103K,27,14,8,1,0,2,2,3,0,21,105,No,Current treatment options for multiple myeloma,Combination therapies and maintenance strategies,Drug metabolism and elimination,Enzymes and pathways involved in the drug's metabolism and elimination from the body.,Video Call,Clinical Trials,Understand the enzymes and pathways responsible for the drug's metabolism and elimination.,How the body breaks down and eliminates the drug,Good,"Conduct studies to investigate the drug's metabolism and elimination pathways, with the aim of optimizing dosing regimens and minimizing the risk of accumulation or toxicity.",Video Call
20-Jun-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,84K,400,104K,27,14,8,1,0,2,2,3,0,21,105,No,Mechanism of action of myeloma drugs,Inhibition of proteasome function,Pharmacogenomics and personalized medicine,Genetic factors influencing individual response to the drug.,Video Call,Clinical Trials,Discover how genetic variations can impact an individual's response to the drug.,Tailoring treatment based on genetic factors,Neutral,"Initiate a research project to explore the relationship between the drug's efficacy and genetic variations in patients, with the goal of developing personalized treatment approaches.",Phone Call
27-Jul-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,90K,400,110K,27,14,8,1,0,2,2,3,0,21,105,No,Clinical trials in multiple myeloma,Phase I/II trials for novel agents,Drug delivery systems,Different methods and technologies used to deliver the drug to the target site.,Phone Call,Clinical Trials,Explore various drug delivery systems and technologies employed to target specific sites in the body.,Different methods of delivering the drug to the body,Neutral,"Evaluate and compare different drug delivery systems to determine the most suitable one for the focus drug, considering factors such as bioavailability, patient compliance, and ease of administration.",Phone Call
2-Sep-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,92K,400,113K,27,14,8,1,0,2,2,3,0,21,105,No,Side effects and adverse reactions of myeloma drugs,Hematological toxicities,Drug development process,"Stages from initial research to market approval, including preclinical and clinical studies.",Phone Call,Clinical Trials,"Gain insights into the drug development process, including preclinical and clinical trial phases.",The stages involved in creating a new drug,Good,"Establish a multidisciplinary team to review and optimize the drug development process, identifying potential bottlenecks, and implementing strategies for improved efficiency and timeline management.",Video Call
9-Oct-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,94K,400,115K,27,14,8,1,0,2,2,3,0,21,105,No,Novel therapies for multiple myeloma,Immune checkpoint inhibitors,Preclinical studies and animal testing,Assessing the drug's safety and efficacy in animal models before human trials.,Video Call,Clinical Trials,Inquire about the use of animal models to evaluate the drug's safety and efficacy prior to human trials.,Testing the drug's safety and effectiveness in animals,Good,"Design and conduct preclinical studies and animal testing to assess the drug's safety, efficacy, and potential toxicities, ensuring compliance with regulatory requirements.",Video Call
15-Nov-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,98K,400,120K,27,14,8,1,0,2,2,3,0,21,105,No,Targeted therapies in myeloma treatment,Monoclonal antibodies targeting surface antigens,Clinical trials and phases,Phases of human trials and the design and objectives of each phase.,Video Call,Clinical Trials,Learn about the different phases of human clinical trials and the objectives of each phase.,Testing the drug in human volunteers in different stages,Good,"Plan and initiate the necessary clinical trials for the drug, ensuring proper study design, patient recruitment, and adherence to ethical guidelines and regulatory requirements.",Video Call
22-Dec-20,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,21,2,California,Western USA,18732,4352,14432,4.8,4,7,16,100K,400,130K,27,14,8,1,0,2,2,3,0,21,105,No,Immunotherapy for multiple myeloma,Adoptive T-cell therapy,Drug safety and efficacy,Assessing the balance between beneficial effects and potential risks.,Video Call,Clinical Trials,Understand how the drug's potential benefits are weighed against its associated risks.,Assessing the drug's safety and effectiveness,Neutral,"Establish a comprehensive pharmacovigilance program to monitor the safety and efficacy of the drug after its market release, including mechanisms for adverse event reporting and continuous evaluation.",Phone Call
28-Jan-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,105K,400,135K,27,14,8,1,0,2,2,3,0,22,110,No,Role of stem cell transplantation in myeloma treatment,Allogeneic transplant in high-risk cases,Drug discovery and design,Approaches and methods used to identify and develop new drugs.,Phone Call,Clinical Trials,Explore the techniques and strategies employed in the discovery and development of novel drugs.,The process of identifying and designing new drugs,Neutral,"Collaborate with researchers and utilize computational approaches to identify potential targets and design new drug candidates, with the aim of expanding the drug portfolio and therapeutic options.",Phone Call
6-Mar-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,110K,400,140K,27,14,8,1,0,2,2,3,0,22,110,No,Management of bone disease in multiple myeloma,Bisphosphonate treatment guidelines,Drug formulation and manufacturing,Processes involved in creating the final drug product and ensuring quality and stability.,Phone Call,Clinical Trials,Inquire about the manufacturing processes and quality control measures involved in producing the drug.,Creating the final product and ensuring quality,Good,"Optimize the drug's formulation and manufacturing processes, focusing on factors such as stability, bioavailability, and scalability, to ensure consistent quality and supply for commercial distribution.",Video Call
12-Apr-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,115K,400,142K,27,14,8,1,0,2,2,3,0,22,110,No,Supportive care in myeloma treatment,Management of treatment-related neuropathy,Drug patents and intellectual property,Legal aspects and protection of the drug's intellectual property rights.,Video Call,Clinical Trials,Seek information on the legal framework and measures in place to protect the drug's intellectual property rights.,Legal protection for the drug's invention,Good,Evaluate the current patent portfolio and conduct a patent landscape analysis to identify potential opportunities for patent extension or additional intellectual property protection.,Video Call
19-May-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,117K,400,144K,27,14,8,1,0,2,2,3,0,22,110,No,Genomic profiling in multiple myeloma,Identification of genetic abnormalities and prognostic markers,Drug regulations and approvals,Government regulations and processes for drug evaluation and market authorization.,Video Call,Clinical Trials,Understand the regulatory requirements and processes involved in evaluating and authorizing the drug for the market.,Government regulations and authorizations for the drug,Good,"Develop a regulatory strategy and timeline for the drug's approval process, including compiling necessary documentation, engaging with regulatory agencies, and ensuring compliance with regulatory requirements.",Video Call
25-Jun-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,127K,400,146K,27,14,8,1,0,2,2,3,0,22,110,No,Role of molecular diagnostics in myeloma management,Detection of chromosomal aberrations,Drug pricing and access,Factors influencing drug pricing and availability to patients.,Video Call,Clinical Trials,Explore the factors that impact drug pricing and patient access to the medication.,Factors influencing the cost and availability of the drug,Neutral,"Conduct a comprehensive pricing analysis to determine an optimal pricing strategy that balances affordability and sustainability, considering factors such as manufacturing costs, market demand, and access programs.",Phone Call
1-Aug-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,130K,400,148K,27,14,8,1,0,2,2,3,0,22,110,No,Precision medicine in multiple myeloma,Targeting specific genetic mutations,Off-label drug use,Non-approved uses of the drug and associated considerations.,Phone Call,Clinical Trials,Inquire about the potential off-label uses of the drug and the considerations associated with such use.,label drug use,Neutral,Conduct a systematic review of published literature and compile evidence-based guidelines or recommendations for healthcare professionals regarding the safe and appropriate use of the drug in off-label indications.,Phone Call
7-Sep-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,132K,400,150K,27,14,8,1,0,2,2,3,0,22,110,No,Early detection and screening for multiple myeloma,Role of serum protein electrophoresis,Drug resistance and mechanisms,Development of resistance to the drug and underlying mechanisms.,Phone Call,Clinical Trials,Understand how resistance to the drug can develop and the mechanisms involved.,How the body can become resistant to the drug,Good,"Initiate research studies to investigate the mechanisms of drug resistance, including genetic mutations or acquired resistance pathways, aiming to develop strategies to overcome or prevent resistance.",Video Call
14-Oct-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,134K,400,152K,27,14,8,1,0,2,2,3,0,22,110,No,Treatment options for relapsed or refractory multiple myeloma,CAR-T cell therapy in salvage settings,Drug toxicity and overdose,Potential harmful effects of the drug and management of overdose cases.,Video Call,Clinical Trials,Inquire about the potential adverse effects associated with the drug and how to manage cases of overdose or toxicity.,Harmful effects and excessive use of the drug,Good,"Develop educational materials and training programs to increase awareness among healthcare professionals and patients about the signs, symptoms, and management of drug toxicity and overdose, including appropriate interventions and supportive care.",Video Call
20-Nov-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,138K,400,154K,27,14,8,1,0,2,2,3,0,22,110,No,Minimal residual disease assessment in myeloma,Next-generation sequencing techniques,Drug monitoring and therapeutic drug levels,Monitoring drug levels in the blood to ensure optimal therapeutic effects.,Video Call,Clinical Trials,Seek information on the importance of monitoring drug levels in the blood to ensure the drug is within the therapeutic range.,Monitoring drug levels for optimal treatment,Good,"Establish guidelines and protocols for monitoring drug levels in patients, including the frequency and methods of monitoring, as well as defining therapeutic ranges and actions to be taken based on the results.",Video Call
27-Dec-21,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,22,2,California,Western USA,18732,4352,14432,4.8,4,7,16,140K,400,156K,27,14,8,1,0,2,2,3,0,22,110,No,Imaging techniques in myeloma diagnosis and monitoring,Whole-body MRI for disease evaluation,Drug adherence and compliance,Factors influencing patient adherence to prescribed drug regimens.,Video Call,Clinical Trials,Understand the various factors that can influence patient adherence to the prescribed drug regimen.,Following prescribed treatment plans,Neutral,"Design and implement patient education programs and interventions to improve medication adherence and compliance, utilizing techniques such as patient counseling, reminder systems, and adherence monitoring tools.",Phone Call
2-Feb-22,Dr. Rachel Dunphy,International,"MD, Ph.D.",Oncology,Myleoma Cancer,23,2,California,Western USA,18732,4352,14432,4.8,4,7,16,142K,400,158K,27,14,8,1,0,2,2,3,0,23,115,No,Role of radiation therapy in myeloma treatment,Palliative irradiation for bone pain relief,Drug withdrawal and discontinuation,Safe and appropriate strategies for discontinuing the drug.,Phone Call,Clinical Trials,Inquire about the recommended approaches and strategies for safely discontinuing the use of the drug.,Safely stopping the use of the drug,Neutral,"Develop evidence-based guidelines and protocols for tapering and discontinuing the drug, including monitoring for withdrawal symptoms, managing withdrawal effects, and providing appropriate patient support during the process.",Phone Call
